policy_id,roof_age,roof_vulnerability,dwelling_construction,water_loss_recency,prior_claims_5yr,coverage_a_amount,fire_station_distance,home_age,square_footage,iso_class,insurance_lapses,pet_ownership,swimming_pool,trampoline,wood_burning_stove,home_business,recent_renovations,monitored_alarm,fire_sprinklers,gated_community,wildfire_zone,canopy_density,flood_zone,foundation_type,slope_pct,burn_history,hail_zone,t3_slope_burn,t3_flood_foundation,t3_roof_age_wildfire,t3_trampoline_hail,t3_claims_wildfire,t3_firestation_slope,tier1_score,tier2_adjustment,tier3_multiplier,final_risk_score,decision,claim_frequency,claim_severity,expected_loss,expected_loss_formula
POL001389,24,asphalt,wood_frame,0,1,500000.0,3.0,55,1538,1,1,none,none,0,wood_burning,none,0,1,none,0,0,moderate,0,block,2.3,1,0,0,0,0,0,0,0,57.5,4.0,1.0,61.5,Rated,0.29,59476.0,25391.03,17248.04
POL001390,11,slate,wood_frame,0,0,750000.0,6.6,26,2290,4,0,none,above_ground,0,gas_fireplace,none,1,0,none,0,1,dense,0,poured_concrete,0.8,0,0,0,0,0,0,0,0,37.5,-2.0,1.0,35.5,Standard,0.125,42060.0,3840.08,5257.5
POL001391,14,asphalt,wood_frame,0,2,750000.0,0.9,1,1901,1,0,none,in_ground,1,gas_fireplace,active_business,0,0,partial,1,0,moderate,0,poured_concrete,8.7,0,0,0,0,0,0,0,0,49.5,10.0,1.0,59.5,Standard,0.326,58482.0,19139.59,19065.13
POL001392,25,asphalt,wood_frame,0,1,250000.0,6.9,39,3267,7,0,standard_pets,none,0,wood_burning,active_business,0,0,full,0,1,dense,0,poured_concrete,7.7,0,0,0,0,1,0,1,0,62.5,4.0,1.0918,72.6,Rated,0.3903,71180.34,21768.65,27782.63
POL001393,40,asphalt,wood_frame,0,0,500000.0,4.1,102,3103,1,0,none,none,0,wood_burning,none,1,0,none,0,0,sparse,0,stone_dirt,4.0,0,0,0,0,0,0,0,0,63.5,-2.0,1.0,61.5,Rated,0.225,65566.0,8274.24,14752.35
POL001394,44,asphalt,superior,0,0,500000.0,7.4,64,6520,4,0,standard_pets,none,0,none,none,1,0,none,1,0,moderate,0,block,6.3,0,0,0,0,0,0,0,0,51.5,-5.0,1.0,46.5,Standard,0.161,34560.0,7035.07,5564.16
POL001395,25,asphalt,wood_frame,0,1,250000.0,4.1,77,4145,7,0,none,above_ground,0,gas_fireplace,none,0,1,partial,0,0,moderate,0,poured_concrete,6.2,0,0,0,0,0,0,0,0,60.5,-5.0,1.0,55.5,Standard,0.244,52150.0,14441.45,12724.6
POL001396,31,asphalt,masonry,0,0,750000.0,4.6,7,3852,5,0,standard_pets,in_ground,0,wood_burning,none,0,0,none,0,0,sparse,0,concrete_slab,0.7,0,1,0,0,0,0,0,0,50.5,13.0,1.0,63.5,Rated,0.263,56264.0,22652.48,14797.43
POL001397,9,asphalt,wood_frame,0,1,250000.0,1.4,26,2530,3,3,none,none,0,wood_burning,none,0,0,none,0,0,dense,0,concrete_slab,20.4,0,1,0,0,0,0,0,0,44.5,13.0,1.0,57.5,Standard,0.337,54460.0,23655.59,18353.02
POL001398,15,slate,wood_frame,0,3,750000.0,6.4,96,1878,9,0,none,none,0,wood_burning,none,0,1,none,0,0,moderate,0,block,5.4,0,1,0,0,0,0,0,0,52.0,-1.0,1.0,51.0,Standard,0.31,65336.0,49362.24,20254.16
POL001399,6,tile,brick_veneer,0,0,250000.0,9.3,94,4020,2,0,standard_pets,none,0,gas_fireplace,none,0,0,none,0,0,sparse,0,block,0.9,0,0,0,0,0,0,0,0,33.5,4.0,1.0,37.5,Standard,0.147,47460.0,4905.86,6976.62
POL001400,16,tile,brick_veneer,0,0,500000.0,10.3,29,956,2,0,none,in_ground,0,wood_burning,none,0,0,partial,0,0,sparse,0,poured_concrete,4.3,0,1,0,0,0,0,0,0,38.5,6.0,1.0,44.5,Standard,0.183,47932.0,22757.04,8771.56
POL001401,22,metal,wood_frame,0,2,250000.0,0.5,24,722,8,0,none,above_ground,0,none,none,0,0,none,0,1,moderate,0,concrete_slab,55.1,0,0,0,0,1,0,1,0,41.0,3.0,1.0918,48.04,Standard,0.3867,45896.24,30248.87,17747.53
POL001402,25,asphalt,wood_frame,0,0,350000.0,4.9,48,913,5,0,dangerous_breed,in_ground,0,none,home_office,1,0,full,0,0,sparse,0,concrete_slab,11.9,0,0,0,0,0,0,0,0,56.5,2.0,1.0,58.5,Standard,0.232,39466.0,8306.39,9156.11
POL001403,20,tile,wood_frame,1,0,250000.0,22.8,116,2918,7,0,none,none,0,none,none,0,0,none,0,1,sparse,1,poured_concrete,23.6,1,0,1,0,0,0,0,1,67.5,0.0,1.1124,75.09,Rated,0.3531,82716.39,43314.31,29208.4
POL001404,21,slate,wood_frame,0,0,350000.0,4.4,55,5901,9,3,none,none,0,gas_fireplace,active_business,1,0,none,0,0,sparse,0,stone_dirt,2.7,0,0,0,0,0,0,0,0,46.0,8.0,1.0,54.0,Standard,0.306,56902.0,44777.76,17412.01
POL001405,6,asphalt,brick_veneer,0,4,1500000.0,0.9,99,3349,2,0,none,in_ground,0,none,home_office,1,0,partial,0,1,sparse,0,block,3.1,0,1,0,0,0,0,1,0,52.5,-3.0,1.03,50.98,Standard,0.3562,71623.44,10725.42,25509.4
POL001406,13,asphalt,brick_veneer,0,3,250000.0,10.5,101,2704,7,0,dangerous_breed,none,1,none,none,0,0,none,0,0,moderate,0,poured_concrete,23.8,0,0,0,0,0,0,0,1,54.5,13.0,1.03,69.53,Rated,0.4116,55112.96,19813.38,22684.49
POL001407,14,asphalt,wood_frame,0,0,350000.0,1.5,64,1239,7,0,none,none,0,gas_fireplace,none,0,1,full,0,0,sparse,0,poured_concrete,2.2,0,1,0,0,0,0,0,0,46.5,-11.0,1.0,35.5,Standard,0.106,35298.0,15193.21,3741.59
POL001408,6,metal,masonry,0,1,500000.0,0.5,30,3750,4,0,none,none,0,none,active_business,0,1,none,0,0,sparse,0,poured_concrete,3.2,0,1,0,0,0,0,0,0,25.5,-1.0,1.0,24.5,Preferred,0.119,38200.0,6652.07,4545.8
POL001409,8,asphalt,wood_frame,0,0,250000.0,2.8,98,6801,7,1,dangerous_breed,none,0,none,none,0,0,none,0,0,sparse,0,poured_concrete,15.9,0,0,0,0,0,0,0,0,46.5,13.0,1.0,59.5,Standard,0.254,64862.0,23734.91,16474.95
POL001410,7,metal,brick_veneer,0,1,250000.0,0.5,59,6152,4,2,none,in_ground,1,none,none,1,0,none,0,0,dense,0,poured_concrete,1.1,0,1,0,0,0,1,0,0,28.5,14.0,1.03,43.77,Standard,0.2512,50785.92,41159.6,12758.44
POL001411,22,tile,masonry,0,0,250000.0,0.6,84,6668,9,2,dangerous_breed,above_ground,1,none,none,0,1,none,0,0,moderate,0,concrete_slab,0.6,0,1,0,0,0,1,0,0,40.0,20.0,1.03,61.8,Rated,0.3201,53196.48,8933.65,17029.26
POL001412,28,tile,superior,0,0,500000.0,3.1,33,4177,4,0,standard_pets,none,0,none,home_office,0,0,none,0,1,moderate,0,concrete_slab,17.3,0,1,0,0,1,0,0,0,38.5,4.0,1.06,45.05,Standard,0.2098,38012.52,11801.86,7973.51
POL001413,17,slate,wood_frame,1,2,1000000.0,4.7,16,6516,1,0,none,in_ground,0,none,home_office,0,0,none,0,0,sparse,0,poured_concrete,3.3,0,0,0,0,0,0,0,0,58.5,7.0,1.0,65.5,Rated,0.342,66412.0,33504.21,22712.9
POL001414,30,tile,brick_veneer,0,0,750000.0,11.8,72,2040,6,0,none,none,1,none,none,0,0,none,1,1,moderate,0,stone_dirt,2.1,1,1,0,0,1,1,0,0,51.5,3.0,1.0918,59.5,Standard,0.2755,62241.7,28102.36,17148.53
POL001415,29,asphalt,wood_frame,0,0,1500000.0,6.1,28,1157,5,0,standard_pets,none,0,none,none,0,1,full,1,0,moderate,0,poured_concrete,4.3,0,0,0,0,0,0,0,0,61.5,-11.0,1.0,50.5,Standard,0.148,39354.0,1452.31,5824.39
POL001416,38,asphalt,brick_veneer,0,2,500000.0,9.2,71,4693,4,1,none,none,1,none,home_office,0,0,none,0,0,moderate,0,poured_concrete,6.6,0,1,0,0,0,1,0,0,61.5,11.0,1.03,74.67,Rated,0.3964,57743.28,8899.63,22891.75
POL001417,34,slate,wood_frame,1,2,1000000.0,2.7,82,1465,3,0,standard_pets,none,1,gas_fireplace,none,0,0,none,0,0,moderate,0,block,11.2,0,0,0,0,0,0,0,0,68.5,9.0,1.0,77.5,Rated,0.41,53690.0,30111.7,22012.9
POL001418,17,asphalt,wood_frame,0,1,350000.0,1.9,110,684,4,2,none,none,0,none,none,0,0,partial,1,0,moderate,0,block,3.0,0,0,0,0,0,0,0,0,56.5,3.0,1.0,59.5,Standard,0.28,48668.0,4474.27,13627.04
POL001419,41,asphalt,masonry,0,3,350000.0,4.5,5,1118,1,2,standard_pets,none,0,gas_fireplace,none,1,0,none,0,0,dense,0,poured_concrete,9.2,0,0,0,0,0,0,0,0,55.5,7.0,1.0,62.5,Rated,0.378,17936.0,6471.34,6779.81
POL001420,38,asphalt,wood_frame,0,0,350000.0,5.9,87,3139,5,0,none,none,0,none,none,1,0,partial,0,1,sparse,1,block,1.9,1,1,0,0,1,0,0,0,65.5,-10.0,1.06,58.83,Standard,0.2451,55976.84,15241.59,13719.92
POL001421,16,metal,masonry,1,0,150000.0,4.2,5,3956,2,0,none,in_ground,0,wood_burning,none,1,0,partial,0,0,dense,0,concrete_slab,0.1,0,1,0,0,0,0,0,0,36.5,0.0,1.0,36.5,Standard,0.178,28912.0,4419.92,5146.34
POL001422,13,asphalt,masonry,0,0,750000.0,1.5,103,5768,7,0,none,none,0,none,none,0,1,none,0,0,dense,0,concrete_slab,22.0,1,1,1,0,0,0,0,0,42.5,-5.0,1.08,40.5,Standard,0.1357,68681.12,19846.72,9320.03
POL001423,30,tile,brick_veneer,0,0,150000.0,2.3,2,5534,9,0,dangerous_breed,none,0,none,none,1,0,none,0,0,dense,1,concrete_slab,15.9,0,1,0,0,0,0,0,0,47.0,2.0,1.0,49.0,Standard,0.186,29348.0,1725.88,5458.73
POL001424,23,asphalt,wood_frame,0,0,500000.0,3.0,94,3493,6,0,none,none,0,none,home_office,0,0,none,0,0,dense,0,concrete_slab,20.2,0,1,0,0,0,0,0,0,57.5,1.0,1.0,58.5,Standard,0.258,63626.0,8149.48,16415.51
POL001425,34,asphalt,wood_frame,0,1,350000.0,0.5,30,5045,6,0,standard_pets,above_ground,0,none,none,0,1,none,0,0,dense,0,stone_dirt,13.0,0,1,0,0,0,0,0,0,66.5,1.0,1.0,67.5,Rated,0.261,55290.0,14207.57,14430.69
POL001426,43,tile,superior,0,0,150000.0,10.6,75,5177,10,0,none,none,0,none,none,1,0,none,0,0,dense,0,concrete_slab,0.3,0,1,0,0,0,0,0,0,45.0,-6.0,1.0,39.0,Standard,0.178,28454.0,7346.13,5064.81
POL001427,44,asphalt,wood_frame,0,0,350000.0,3.6,51,6623,10,0,none,none,0,gas_fireplace,none,0,0,none,0,0,sparse,0,concrete_slab,0.3,0,1,0,0,0,0,0,0,63.0,1.0,1.0,64.0,Rated,0.259,57726.0,47417.89,14951.03
POL001428,33,tile,brick_veneer,0,0,350000.0,7.0,7,3982,3,0,none,none,0,none,none,1,0,none,0,0,moderate,0,concrete_slab,8.3,0,0,0,0,0,0,0,0,48.5,-6.0,1.0,42.5,Standard,0.126,26724.0,9391.43,3367.22
POL001429,2,slate,brick_veneer,0,0,1000000.0,0.9,106,2003,8,0,standard_pets,above_ground,0,none,none,0,0,none,1,0,dense,0,block,16.9,0,1,0,0,0,0,0,0,33.0,4.0,1.0,37.0,Standard,0.147,55806.0,3015.18,8203.48
POL001430,36,slate,superior,0,1,500000.0,4.1,89,5177,3,0,none,none,0,gas_fireplace,none,0,0,none,1,0,sparse,0,concrete_slab,11.5,0,0,0,0,0,0,0,0,43.5,-1.0,1.0,42.5,Standard,0.203,37374.0,5692.87,7586.92
POL001431,42,asphalt,masonry,0,0,350000.0,13.0,25,3243,4,0,standard_pets,none,0,wood_burning,home_office,0,0,none,1,0,dense,1,concrete_slab,4.6,0,0,0,0,0,0,0,0,54.5,6.0,1.0,60.5,Rated,0.244,45486.0,10651.95,11098.58
POL001432,39,metal,brick_veneer,0,0,250000.0,1.2,14,5670,3,2,standard_pets,none,0,wood_burning,none,0,1,none,1,0,sparse,0,poured_concrete,0.4,0,0,0,0,0,0,0,0,38.5,9.0,1.0,47.5,Standard,0.184,40860.0,16597.2,7518.24
POL001433,25,tile,wood_frame,0,5,350000.0,2.1,76,1126,2,0,standard_pets,none,1,none,none,0,0,none,0,0,sparse,0,concrete_slab,2.8,0,0,0,0,0,0,0,0,59.5,8.0,1.0,67.5,Rated,0.489,47432.0,15012.69,23194.25
POL001434,22,metal,wood_frame,0,1,150000.0,2.5,55,4362,1,0,none,none,0,none,none,1,0,partial,0,0,sparse,0,poured_concrete,16.5,0,0,0,0,0,0,0,0,42.5,-10.0,1.0,32.5,Standard,0.175,29744.0,22623.33,5205.2
POL001435,43,asphalt,wood_frame,0,1,500000.0,2.4,85,5753,1,0,dangerous_breed,in_ground,0,gas_fireplace,none,0,0,none,0,1,sparse,0,poured_concrete,1.2,1,0,0,0,1,0,1,0,67.5,15.0,1.0918,90.07,Decline,0.4399,97881.57,61830.29,43053.95
POL001436,38,asphalt,masonry,1,1,250000.0,4.6,61,5276,1,1,standard_pets,none,0,gas_fireplace,active_business,1,0,none,0,0,sparse,0,block,0.5,1,0,0,0,0,0,0,0,66.5,7.0,1.0,73.5,Rated,0.351,46532.0,18009.05,16332.73
POL001437,14,metal,brick_veneer,1,1,500000.0,2.5,12,6477,10,0,standard_pets,none,0,gas_fireplace,active_business,0,0,none,0,0,moderate,1,concrete_slab,8.6,0,1,0,0,0,0,0,0,46.0,8.0,1.0,54.0,Standard,0.282,47614.0,10624.11,13427.15
POL001438,3,metal,masonry,0,0,500000.0,5.6,45,5710,5,0,standard_pets,none,0,none,none,1,0,none,1,1,moderate,0,block,1.3,0,0,0,0,0,0,0,0,24.5,-5.0,1.0,19.5,Preferred,0.085,28520.0,4994.67,2424.2
POL001439,28,asphalt,brick_veneer,0,0,350000.0,3.3,53,4356,10,3,dangerous_breed,none,0,gas_fireplace,none,0,0,none,0,0,moderate,0,stone_dirt,2.1,0,0,0,0,0,0,0,0,53.0,18.0,1.0,71.0,Rated,0.352,45452.0,15005.19,15999.1
POL001440,21,asphalt,brick_veneer,0,1,500000.0,0.9,8,5366,1,0,none,above_ground,0,none,home_office,0,1,none,0,0,sparse,0,concrete_slab,20.1,0,0,0,0,0,0,0,0,52.5,-1.0,1.0,51.5,Standard,0.206,46292.0,10277.47,9536.15
POL001441,24,asphalt,wood_frame,0,0,500000.0,14.8,87,4493,5,0,none,in_ground,0,none,none,0,0,none,0,0,moderate,0,poured_concrete,1.5,0,0,0,0,0,0,0,0,61.5,6.0,1.0,67.5,Rated,0.295,72646.0,26209.89,21430.57
POL001442,12,asphalt,wood_frame,0,0,250000.0,1.4,2,6452,4,2,none,none,0,gas_fireplace,active_business,0,1,partial,0,0,dense,0,poured_concrete,28.7,0,0,0,0,0,0,0,0,46.5,5.0,1.0,51.5,Standard,0.197,51314.0,20748.96,10108.86
POL001443,17,asphalt,wood_frame,0,0,500000.0,4.1,22,4845,2,0,dangerous_breed,above_ground,1,none,none,0,1,none,0,0,dense,0,stone_dirt,0.9,0,0,0,0,0,0,0,0,49.5,11.0,1.0,60.5,Rated,0.217,54450.0,11017.6,11815.65
POL001444,32,asphalt,brick_veneer,0,0,500000.0,0.5,11,1863,3,0,none,none,0,none,active_business,0,0,none,0,0,moderate,0,concrete_slab,1.5,0,0,0,0,0,0,0,0,52.5,4.0,1.0,56.5,Standard,0.206,44706.0,2672.08,9209.44
POL001445,15,metal,wood_frame,0,3,350000.0,12.5,40,4887,8,1,dangerous_breed,none,0,none,none,0,1,none,0,1,sparse,0,block,1.4,0,0,0,0,0,0,1,0,50.0,8.0,1.03,59.74,Standard,0.3615,48031.92,21521.42,17361.62
POL001446,44,asphalt,brick_veneer,0,0,250000.0,13.2,43,1427,3,1,none,none,0,gas_fireplace,none,1,0,partial,0,0,moderate,0,poured_concrete,21.1,0,1,0,0,0,0,0,1,54.5,-4.0,1.03,52.02,Standard,0.209,26895.68,2261.5,5619.85
POL001447,41,tile,brick_veneer,0,0,350000.0,2.3,57,6972,3,0,none,none,0,none,active_business,0,0,none,0,1,sparse,1,concrete_slab,15.2,1,0,1,0,1,0,0,0,48.5,4.0,1.1448,60.1,Rated,0.2744,89289.75,5575.28,24502.96
POL001448,43,asphalt,wood_frame,1,1,1000000.0,0.6,10,883,2,0,standard_pets,none,0,none,home_office,1,0,none,1,0,dense,0,concrete_slab,0.3,0,0,0,0,0,0,0,0,76.5,-4.0,1.0,72.5,Rated,0.302,41366.0,24046.74,12492.53
POL001449,1,asphalt,wood_frame,0,1,350000.0,7.3,18,4588,5,2,dangerous_breed,above_ground,1,none,home_office,0,0,none,0,1,moderate,0,concrete_slab,32.7,0,0,0,0,0,0,1,0,50.5,26.0,1.03,78.8,Rated,0.4166,59039.28,12851.56,24594.58
POL001450,34,asphalt,wood_frame,0,1,250000.0,1.5,58,4002,2,0,standard_pets,in_ground,0,none,none,0,0,none,1,0,moderate,0,concrete_slab,1.5,0,0,0,0,0,0,0,0,62.5,7.0,1.0,69.5,Rated,0.301,63944.0,20904.54,19247.14
POL001451,41,asphalt,wood_frame,0,0,250000.0,6.0,72,6190,10,0,none,none,0,wood_burning,none,0,0,none,0,0,sparse,0,block,10.6,1,1,0,0,0,0,0,0,63.0,4.0,1.0,67.0,Rated,0.291,70140.0,42888.42,20410.74
POL001452,33,slate,brick_veneer,0,0,250000.0,12.3,36,4929,10,0,standard_pets,in_ground,0,gas_fireplace,none,1,1,none,0,0,dense,0,stone_dirt,1.6,0,0,0,0,0,0,0,0,47.0,-1.0,1.0,46.0,Standard,0.156,43638.0,7768.17,6807.53
POL001453,29,metal,wood_frame,1,2,250000.0,4.5,9,932,7,1,standard_pets,none,0,none,none,0,1,none,1,0,dense,0,poured_concrete,0.6,0,1,0,0,0,0,0,0,56.5,1.0,1.0,57.5,Standard,0.34,29584.0,4906.5,10058.56
POL001454,12,asphalt,masonry,0,0,350000.0,9.9,72,4738,10,0,none,none,0,none,none,0,1,none,1,0,sparse,1,concrete_slab,46.4,0,0,0,0,0,0,0,0,41.0,-7.0,1.0,34.0,Standard,0.114,44386.0,2815.66,5060.0
POL001455,12,asphalt,masonry,0,0,350000.0,1.3,32,2034,8,0,standard_pets,none,0,none,home_office,1,0,partial,0,0,dense,1,concrete_slab,17.5,0,0,0,0,0,0,0,0,38.0,-6.0,1.0,32.0,Standard,0.119,21448.0,6232.1,2552.31
POL001456,17,asphalt,wood_frame,0,4,750000.0,12.1,76,1390,6,3,dangerous_breed,above_ground,0,none,none,0,0,none,0,0,sparse,0,concrete_slab,0.7,0,1,0,0,0,0,0,0,61.5,20.0,1.0,81.5,Decline,0.572,59260.0,42234.32,33896.72
POL001457,31,metal,brick_veneer,0,0,750000.0,1.3,19,5450,9,0,none,none,0,none,home_office,0,0,none,0,0,moderate,0,concrete_slab,4.8,0,0,0,0,0,0,0,0,42.0,1.0,1.0,43.0,Standard,0.171,38820.0,4732.01,6638.22
POL001458,31,slate,brick_veneer,0,0,350000.0,1.3,43,2744,5,3,dangerous_breed,none,0,wood_burning,none,0,1,partial,1,0,moderate,0,block,3.1,0,1,0,0,0,0,0,0,43.5,10.0,1.0,53.5,Standard,0.246,38528.0,6092.88,9477.89
POL001459,34,asphalt,brick_veneer,0,0,750000.0,10.6,74,5068,6,2,none,none,0,none,none,0,0,none,0,0,sparse,0,concrete_slab,0.2,0,1,0,0,0,0,0,0,60.5,9.0,1.0,69.5,Rated,0.287,54756.0,10584.29,15714.97
POL001460,38,tile,wood_frame,0,0,350000.0,4.0,104,5297,4,0,standard_pets,none,0,wood_burning,none,0,1,none,0,0,moderate,0,poured_concrete,6.6,1,0,0,0,0,0,0,0,58.5,2.0,1.0,60.5,Rated,0.205,71314.0,39198.79,14619.37
POL001461,28,slate,wood_frame,1,0,500000.0,8.0,92,2882,9,0,none,none,0,gas_fireplace,none,1,1,none,0,0,sparse,0,poured_concrete,7.0,0,0,0,0,0,0,0,0,64.0,-10.0,1.0,54.0,Standard,0.22,47324.0,10709.87,10411.28
POL001462,28,asphalt,wood_frame,0,0,250000.0,8.1,110,4091,2,0,standard_pets,none,0,wood_burning,none,0,1,none,0,0,dense,0,concrete_slab,4.3,0,0,0,0,0,0,0,0,60.5,2.0,1.0,62.5,Rated,0.239,71782.0,15474.95,17155.9
POL001463,43,asphalt,wood_frame,0,0,150000.0,5.2,12,2744,1,0,standard_pets,none,1,gas_fireplace,none,1,1,none,0,0,dense,1,poured_concrete,13.8,0,0,0,0,0,0,0,0,58.5,-2.0,1.0,56.5,Standard,0.201,35648.0,14874.77,7165.25
POL001464,15,metal,masonry,1,0,250000.0,1.0,107,6604,6,1,none,none,1,none,none,0,0,none,0,0,dense,0,concrete_slab,5.4,0,1,0,0,0,1,0,0,42.5,10.0,1.03,54.08,Standard,0.2618,48133.44,13930.55,12602.3
POL001465,43,tile,brick_veneer,0,0,250000.0,5.9,62,3965,6,1,standard_pets,in_ground,1,gas_fireplace,none,0,0,none,1,1,moderate,0,poured_concrete,1.2,0,1,0,0,1,1,0,0,48.5,18.0,1.0918,72.6,Rated,0.3601,71226.22,38485.91,25648.79
POL001466,9,asphalt,masonry,0,2,500000.0,0.5,13,4686,6,0,none,none,0,wood_burning,none,0,0,none,0,1,dense,0,concrete_slab,3.6,0,0,0,0,0,0,1,0,38.5,4.0,1.03,43.77,Standard,0.2873,49152.96,13515.37,14119.68
POL001467,29,asphalt,wood_frame,0,2,250000.0,1.1,72,4455,6,0,none,none,0,none,home_office,0,0,none,0,0,moderate,0,concrete_slab,2.2,0,1,0,0,0,0,0,0,60.5,1.0,1.0,61.5,Rated,0.347,58670.0,18779.19,20358.49
POL001468,24,asphalt,wood_frame,0,0,250000.0,5.1,53,3586,4,0,standard_pets,none,0,wood_burning,none,0,0,none,1,0,sparse,0,poured_concrete,20.5,1,0,1,0,0,0,0,0,55.5,5.0,1.08,65.34,Rated,0.3092,74215.04,20767.41,22944.32
POL001469,38,asphalt,brick_veneer,1,5,1000000.0,11.9,41,2899,9,0,standard_pets,none,0,wood_burning,none,1,0,none,0,0,sparse,0,concrete_slab,12.1,1,0,0,0,0,0,0,0,85.0,1.0,1.0,86.0,Decline,0.556,50678.0,13394.15,28176.97
POL001470,19,tile,wood_frame,0,1,500000.0,7.4,37,4736,7,1,none,none,1,none,home_office,0,0,partial,0,0,dense,0,poured_concrete,0.1,0,0,0,0,0,0,0,0,50.5,7.0,1.0,57.5,Standard,0.28,44932.0,37537.7,12580.96
POL001471,4,asphalt,wood_frame,0,1,350000.0,2.0,82,1923,8,0,dangerous_breed,none,0,none,none,0,0,partial,0,0,sparse,0,block,7.5,0,0,0,0,0,0,0,0,51.0,4.0,1.0,55.0,Standard,0.265,46106.0,6520.92,12218.09
POL001472,0,tile,brick_veneer,0,0,250000.0,8.7,105,6667,8,0,none,above_ground,1,none,none,0,1,none,0,0,dense,0,block,6.3,0,0,0,0,0,0,0,0,37.0,3.0,1.0,40.0,Standard,0.155,58534.0,4126.65,9072.77
POL001473,29,metal,wood_frame,0,2,750000.0,17.0,110,5480,10,0,none,none,0,wood_burning,none,0,0,none,0,1,moderate,1,concrete_slab,3.3,0,0,0,0,1,0,1,0,57.0,4.0,1.0918,66.6,Rated,0.4592,93617.42,45410.52,42988.37
POL001474,2,asphalt,brick_veneer,0,4,250000.0,2.0,116,4696,4,0,none,above_ground,0,gas_fireplace,none,0,0,none,0,0,sparse,0,poured_concrete,5.0,0,1,0,0,0,0,0,0,48.5,4.0,1.0,52.5,Standard,0.37,60072.0,10580.7,22226.64
POL001475,44,asphalt,wood_frame,1,0,500000.0,1.0,71,2740,6,0,none,none,0,gas_fireplace,none,0,0,none,0,0,sparse,0,poured_concrete,4.5,1,0,0,0,0,0,0,0,73.5,1.0,1.0,74.5,Rated,0.309,54760.0,26055.5,16920.84
POL001476,13,asphalt,brick_veneer,1,1,500000.0,1.1,81,880,7,0,none,none,0,none,home_office,1,0,full,0,1,sparse,0,block,35.9,1,1,1,0,0,0,1,0,59.5,-12.0,1.1124,52.84,Standard,0.2702,39383.06,3417.57,10640.23
POL001477,29,tile,masonry,0,1,350000.0,2.6,97,4189,6,0,standard_pets,none,0,none,home_office,0,0,none,0,0,moderate,0,stone_dirt,0.2,1,0,0,0,0,0,0,0,47.5,4.0,1.0,51.5,Standard,0.257,47038.0,25932.87,12088.77
POL001478,3,asphalt,wood_frame,0,0,1000000.0,0.5,35,3105,6,0,none,none,0,gas_fireplace,none,0,1,none,1,0,sparse,0,concrete_slab,8.9,1,0,0,0,0,0,0,0,47.5,-6.0,1.0,41.5,Standard,0.122,54010.0,6956.39,6589.22
POL001479,17,tile,superior,0,0,150000.0,3.3,8,5183,7,0,none,none,0,gas_fireplace,none,0,0,none,0,0,moderate,0,concrete_slab,0.2,0,1,0,0,0,0,0,0,29.5,1.0,1.0,30.5,Standard,0.144,22106.0,3842.91,3183.26
POL001480,36,metal,brick_veneer,0,0,750000.0,6.6,79,1445,9,0,standard_pets,none,1,gas_fireplace,none,0,0,none,1,0,dense,0,poured_concrete,6.9,0,0,0,0,0,0,0,0,42.0,7.0,1.0,49.0,Standard,0.224,39410.0,8992.15,8827.84
POL001481,24,asphalt,masonry,0,0,350000.0,3.8,4,1006,8,2,standard_pets,none,0,gas_fireplace,none,1,1,partial,0,0,sparse,0,block,3.4,0,0,0,0,0,0,0,0,43.0,-2.0,1.0,41.0,Standard,0.186,10232.0,2603.9,1903.15
POL001482,0,metal,wood_frame,0,0,500000.0,17.5,114,1898,3,3,standard_pets,none,0,gas_fireplace,home_office,0,1,partial,0,0,sparse,0,block,3.9,0,0,0,0,0,0,0,0,36.5,5.0,1.0,41.5,Standard,0.22,47316.0,10137.88,10409.52
POL001483,14,metal,brick_veneer,0,1,1500000.0,3.1,14,6668,3,0,standard_pets,above_ground,0,none,none,0,0,none,1,0,moderate,0,poured_concrete,4.6,0,0,0,0,0,0,0,0,35.5,4.0,1.0,39.5,Standard,0.147,48856.0,15150.7,7181.83
POL001484,8,asphalt,wood_frame,1,1,500000.0,0.5,23,5622,2,1,standard_pets,none,0,none,none,0,1,none,0,0,moderate,0,block,7.5,1,0,0,0,0,0,0,0,61.5,3.0,1.0,64.5,Rated,0.272,51884.0,13280.41,14112.45
POL001485,14,asphalt,masonry,0,3,750000.0,3.2,63,1086,6,0,dangerous_breed,none,0,wood_burning,none,0,1,none,1,0,moderate,0,concrete_slab,6.7,0,1,0,0,0,0,0,0,44.5,5.0,1.0,49.5,Standard,0.305,48812.0,16324.22,14887.66
POL001486,23,metal,brick_veneer,0,1,250000.0,13.3,110,1405,7,0,none,in_ground,0,none,home_office,1,0,none,0,0,moderate,0,block,9.0,0,0,0,0,0,0,0,0,42.5,1.0,1.0,43.5,Standard,0.245,48110.0,7368.94,11786.95
POL001487,3,metal,wood_frame,0,0,750000.0,0.5,107,2026,9,0,standard_pets,above_ground,1,none,none,0,1,none,0,0,moderate,0,concrete_slab,12.6,0,0,0,0,0,0,0,0,34.0,6.0,1.0,40.0,Standard,0.176,56812.0,17881.99,9998.91
POL001488,11,asphalt,masonry,1,0,500000.0,1.3,47,3778,6,2,dangerous_breed,none,0,none,none,0,0,partial,0,0,sparse,0,concrete_slab,3.9,0,1,0,0,0,0,0,0,51.5,13.0,1.0,64.5,Rated,0.29,31816.0,9442.5,9226.64
